ID,Name,Link
172687,Super Ryu World,https://www.igdb.com/games/super-ryu-world
174730,Mario's Mystery Meat,https://www.igdb.com/games/marios-mystery-meat
175959,Yoshi Racing,https://www.igdb.com/games/yoshi-racing
176042,Kid Kirby,https://www.igdb.com/games/kid-kirby
176052,Black Out,https://www.igdb.com/games/black-out
180986,Sicari Remastered,https://www.igdb.com/games/sicari-remastered
182184,Super Mario World Randomizer,https://www.igdb.com/games/super-mario-world-randomizer
182259,Super Metroid: Ancient Chozo,https://www.igdb.com/games/super-metroid-ancient-chozo
186097,Quest of Hat,https://www.igdb.com/games/quest-of-hat
186135,New! SMW2 Yoshi's Island,https://www.igdb.com/games/new-smw2-yoshis-island
186205,Super Probotector: Alien Rebels,https://www.igdb.com/games/super-probotector-alien-rebels
187275,The 9th Annual Vanilla Level Design Contest: Collaboration Hack,https://www.igdb.com/games/the-9th-annual-vanilla-level-design-contest-collaboration-hack
188575,Super Metroid: Redux,https://www.igdb.com/games/super-metroid-redux
191909,Classic Mario World: The Magic Crystals,https://www.igdb.com/games/classic-mario-world-the-magic-crystals
191942,The 11th Annual Vanilla Level Design Contest: Collaboration Hack,https://www.igdb.com/games/the-11th-annual-vanilla-level-design-contest-collaboration-hack
195526,Super Sudoku,https://www.igdb.com/games/super-sudoku
195733,Mario's Mission Earth,https://www.igdb.com/games/marios-mission-earth
195916,Dorven Digger,https://www.igdb.com/games/dorven-digger
195923,Earthworm Jim 1+2: 25th Anniversary Edition,https://www.igdb.com/games/earthworm-jim-1-plus-2-25th-anniversary-edition
195932,The Lion King: Legacy Cartridge Collection,https://www.igdb.com/games/the-lion-king-legacy-cartridge-collection
195933,Street Fighter II: 30th Anniversary Edition,https://www.igdb.com/games/street-fighter-ii-30th-anniversary-edition
195937,Mega Man X: 30th Anniversary Edition,https://www.igdb.com/games/mega-man-x-30th-anniversary-edition
195986,Undercover Cops: Collector's Edition,https://www.igdb.com/games/undercover-cops-collectors-edition
195988,Super Turrican 2: Special Edition,https://www.igdb.com/games/super-turrican-2-special-edition
195989,Nintendo Campus Challenge 1992,https://www.igdb.com/games/nintendo-campus-challenge-1992
198097,Super Duper Metroid,https://www.igdb.com/games/super-duper-metroid
198163,Super Metroid: Redesign - Axeil Edition,https://www.igdb.com/games/super-metroid-redesign-axeil-edition
198224,Super Demo World: The Legend Continues,https://www.igdb.com/games/super-demo-world-the-legend-continues
198334,Super Metroid: Project Base,https://www.igdb.com/games/super-metroid-project-base
198335,Super Metroid: Ice Metal Uninstall,https://www.igdb.com/games/super-metroid-ice-metal-uninstall
198446,Super Mario Kart: F1 Tracks,https://www.igdb.com/games/super-mario-kart-f1-tracks
198448,Mario Kart SX,https://www.igdb.com/games/mario-kart-sx
198450,Super Mario Kart DS,https://www.igdb.com/games/super-mario-kart-ds
198451,Super Mario Kart 8,https://www.igdb.com/games/super-mario-kart-8
198453,Super Mario Kart: Double Dash Reverse Remake,https://www.igdb.com/games/super-mario-kart-double-dash-reverse-remake
198457,Super Mario Kart: 64 Reverse Remake,https://www.igdb.com/games/super-mario-kart-64-reverse-remake
198458,Super Mario Kart: Super Circuit Demake,https://www.igdb.com/games/super-mario-kart-super-circuit-demake
198460,Epic Racers,https://www.igdb.com/games/epic-racers
198462,Super NicoNico Kart,https://www.igdb.com/games/super-niconico-kart
198464,Mario Forever: SMW Edition,https://www.igdb.com/games/mario-forever-smw-edition
198502,Super Mario Flash 2: SMW Remake,https://www.igdb.com/games/super-mario-flash-2-smw-remake
198543,The Legend of Zelda: Parallel Worlds Remodel,https://www.igdb.com/games/the-legend-of-zelda-parallel-worlds-remodel
198557,Super Mario Outbreak,https://www.igdb.com/games/super-mario-outbreak
199007,Super Mirrortroid,https://www.igdb.com/games/super-mirrortroid
199008,Super UpTroidDown,https://www.igdb.com/games/super-uptroiddown
199009,Super Metroid: Rotation,https://www.igdb.com/games/super-metroid-rotation
200711,Hyper Mari World 6,https://www.igdb.com/games/hyper-mari-world-6
201267,Quickie World,https://www.igdb.com/games/quickie-world
201859,Mega Man X: Proto Edition,https://www.igdb.com/games/mega-man-x-proto-edition
202378,Super Mario World: The Second Reality Project 2 - Zycloboo's Challenge,https://www.igdb.com/games/super-mario-world-the-second-reality-project-2-zycloboos-challenge
203210,Red Hell,https://www.igdb.com/games/red-hell
204252,Aeron's Golden Cookie Quest,https://www.igdb.com/games/aerons-golden-cookie-quest
204581,Super Mario Bros. 1X,https://www.igdb.com/games/super-mario-bros-1x
204583,Super Mario World: Christmas Edition,https://www.igdb.com/games/super-mario-world-christmas-edition
204584,SMW Remade from Memory,https://www.igdb.com/games/smw-remade-from-memory
204588,Mario's Grand Adventure,https://www.igdb.com/games/marios-grand-adventure
204718,A Plumber For All Seasons,https://www.igdb.com/games/a-plumber-for-all-seasons
205642,EquestriaBound: Return of the Nightmare,https://www.igdb.com/games/equestriabound-return-of-the-nightmare
206989,Comanche,https://www.igdb.com/games/comanche--1
208319,Green Lantern,https://www.igdb.com/games/green-lantern
208401,Cute Kaizo World,https://www.igdb.com/games/cute-kaizo-world
209077,Sicari 2: The Brink of Time,https://www.igdb.com/games/sicari-2-the-brink-of-time
210223,Mario Is Missing!,https://www.igdb.com/games/mario-is-missing--1
210225,Mario's Time Machine,https://www.igdb.com/games/marios-time-machine--2
210231,Super Metroid and A Link to the Past Crossover Randomizer,https://www.igdb.com/games/super-metroid-and-a-link-to-the-past-crossover-randomizer
210409,Super Mario World Central Production 2,https://www.igdb.com/games/super-mario-world-central-production-2
212782,Rockman 7 EP,https://www.igdb.com/games/rockman-7-ep
213039,Super Metroid: Darkholme Hospital,https://www.igdb.com/games/super-metroid-darkholme-hospital
213040,Vitality,https://www.igdb.com/games/vitality--1
213135,Super Metroid: Nature,https://www.igdb.com/games/super-metroid-nature
213136,Super Metroid: Biohazard,https://www.igdb.com/games/super-metroid-biohazard
213138,Super Metroid: Cryogenesis,https://www.igdb.com/games/super-metroid-cryogenesis
213139,Super Metroid: Lost World,https://www.igdb.com/games/super-metroid-lost-world
213144,Super Metroid: Polarity,https://www.igdb.com/games/super-metroid-polarity
213706,The Legend of Zelda: Secrets of the Past,https://www.igdb.com/games/the-legend-of-zelda-secrets-of-the-past
213755,Super Metroid: Z-Factor,https://www.igdb.com/games/super-metroid-z-factor
213756,Super Metroid: Arrival,https://www.igdb.com/games/super-metroid-arrival
213757,Metroid: Falling,https://www.igdb.com/games/metroid-falling
213759,Super Metroid: Hydellius,https://www.igdb.com/games/super-metroid-hydellius
213828,Super Metroid: Escape II,https://www.igdb.com/games/super-metroid-escape-ii
213829,Global Warming,https://www.igdb.com/games/global-warming
213892,Fall Guys World,https://www.igdb.com/games/fall-guys-world
213893,The Legend of Zelda: A Link to the Islands,https://www.igdb.com/games/the-legend-of-zelda-a-link-to-the-islands
213895,Mega Man X: Generation,https://www.igdb.com/games/mega-man-x-generation
214420,Super Boss Collection,https://www.igdb.com/games/super-boss-collection
214713,Project Brutality,https://www.igdb.com/games/project-brutality--1
214715,Prince of Persia: Evolution,https://www.igdb.com/games/prince-of-persia-evolution
214773,Super Sheffy World 2: The Quest for 5 Shells,https://www.igdb.com/games/super-sheffy-world-2-the-quest-for-5-shells
214774,Super Sheffy World Deluxe,https://www.igdb.com/games/super-sheffy-world-deluxe
214775,Super Swunsh World,https://www.igdb.com/games/super-swunsh-world
214777,New Super Kaizo Bros.,https://www.igdb.com/games/new-super-kaizo-bros
214868,Oops! All Keys,https://www.igdb.com/games/oops-all-keys
214869,DomenyX vs Coronavirus,https://www.igdb.com/games/domenyx-vs-coronavirus
214885,Tarzan,https://www.igdb.com/games/tarzan--2
214886,Golden Empire,https://www.igdb.com/games/golden-empire
214888,River Raid: Mission of No Return,https://www.igdb.com/games/river-raid-mission-of-no-return
214889,Kaboom!: The Mad Doctor's Revenge,https://www.igdb.com/games/kaboom-the-mad-doctors-revenge
214890,Thunder in Paradise,https://www.igdb.com/games/thunder-in-paradise--1
214891,Ultrabots: Sanction Earth,https://www.igdb.com/games/ultrabots-sanction-earth
214894,Mountain Sports,https://www.igdb.com/games/mountain-sports--1
214895,Toxic Crusaders,https://www.igdb.com/games/toxic-crusaders--3
214896,Batman,https://www.igdb.com/games/batman--5
214900,Falcon,https://www.igdb.com/games/falcon--1
214949,Wario's Wonderful Walk,https://www.igdb.com/games/warios-wonderful-walk
214975,Mr. Tuff,https://www.igdb.com/games/mr-tuff
214977,Prime,https://www.igdb.com/games/prime
214979,Super Full Metal,https://www.igdb.com/games/super-full-metal
214982,Wile E's Revenge,https://www.igdb.com/games/wile-es-revenge
214983,Rally: The Final Round of the World Rally Championship,https://www.igdb.com/games/rally-the-final-round-of-the-world-rally-championship
214994,El Dorado,https://www.igdb.com/games/el-dorado--1
214996,Touhou Mario: Imperishable Night,https://www.igdb.com/games/touhou-mario-imperishable-night
215071,Super Mario RPG: Armageddon,https://www.igdb.com/games/super-mario-rpg-armageddon
215147,Tebeo,https://www.igdb.com/games/tebeo
215149,Super Mario World: Tsunami Island,https://www.igdb.com/games/super-mario-world-tsunami-island
215150,Backwards Mario World,https://www.igdb.com/games/backwards-mario-world
215184,Casper,https://www.igdb.com/games/casper--4
215199,1st Kochobo Dourado Collab,https://www.igdb.com/games/1st-kochobo-dourado-collab
215201,Umihara Kawase: Christmas Community Challenge,https://www.igdb.com/games/umihara-kawase-christmas-community-challenge
215376,The Hunt for the Chocolate Egg,https://www.igdb.com/games/the-hunt-for-the-chocolate-egg
215377,HotHead Heights,https://www.igdb.com/games/hothead-heights
215378,Goof Troop ST: Space Treasure,https://www.igdb.com/games/goof-troop-st-space-treasure
215385,Final Fantasy IV: Unprecedented Crisis,https://www.igdb.com/games/final-fantasy-iv-unprecedented-crisis
215388,Final Fantasy IV: Ultima,https://www.igdb.com/games/final-fantasy-iv-ultima
215761,Jump 1/2,https://www.igdb.com/games/jump-1-slash-2
215763,Jeff's No. 1 Bass Fishing,https://www.igdb.com/games/jeffs-no-1-bass-fishing
215768,Interesting Kaizo World,https://www.igdb.com/games/interesting-kaizo-world
215771,I Hate You,https://www.igdb.com/games/i-hate-you
216179,Mario Eisouoku: Illusionary Blossom of Cranium Prayer,https://www.igdb.com/games/mario-eisouoku-illusionary-blossom-of-cranium-prayer
217838,Kamek's Island,https://www.igdb.com/games/kameks-island
217840,Just Blob,https://www.igdb.com/games/just-blob
217841,JUMP: Janked Up Mario Party,https://www.igdb.com/games/jump-janked-up-mario-party
217842,Lakitu's Great Adventure,https://www.igdb.com/games/lakitus-great-adventure
218067,Luigi Kaizo King,https://www.igdb.com/games/luigi-kaizo-king
218069,Luigi Stardust Adventure,https://www.igdb.com/games/luigi-stardust-adventure
218070,The Legend of Zelda: A Link to the Past - Master Quest,https://www.igdb.com/games/the-legend-of-zelda-a-link-to-the-past-master-quest
218077,The Legend of Zelda: Goddess of Wisdom,https://www.igdb.com/games/the-legend-of-zelda-goddess-of-wisdom
218084,Luminescent,https://www.igdb.com/games/luminescent
218089,Mario Mania,https://www.igdb.com/games/mario-mania
218568,Frogger,https://www.igdb.com/games/frogger--20
219063,Untitled Racing Game,https://www.igdb.com/games/untitled-racing-game
219064,Run!,https://www.igdb.com/games/run--9
219073,The Legend of Zelda: A Link to the Past Redux,https://www.igdb.com/games/the-legend-of-zelda-a-link-to-the-past-redux
219076,Harvest Moon: Intuitive Ranch Master,https://www.igdb.com/games/harvest-moon-intuitive-ranch-master
219077,Chrono Trigger+,https://www.igdb.com/games/chrono-trigger-plus
